week,State,death
02/15/2020,Vermont,0.0
02/22/2020,Vermont,0.0
02/29/2020,Vermont,0.0
03/07/2020,Vermont,0.0
03/14/2020,Vermont,0.0
04/04/2020,Vermont,12.0
04/18/2020,Vermont,11.0
04/25/2020,Vermont,11.0
05/23/2020,Vermont,0.0
06/06/2020,Vermont,0.0
06/13/2020,Vermont,0.0
06/27/2020,Vermont,0.0
07/04/2020,Vermont,0.0
07/18/2020,Vermont,0.0
07/25/2020,Vermont,0.0
08/08/2020,Vermont,0.0
08/15/2020,Vermont,0.0
08/22/2020,Vermont,0.0
08/29/2020,Vermont,0.0
09/05/2020,Vermont,0.0
09/12/2020,Vermont,0.0
09/19/2020,Vermont,0.0
09/26/2020,Vermont,0.0
10/03/2020,Vermont,0.0
10/10/2020,Vermont,0.0
10/17/2020,Vermont,0.0
10/24/2020,Vermont,0.0
10/31/2020,Vermont,0.0
11/14/2020,Vermont,0.0
02/01/2020,Virginia,0.0
02/08/2020,Virginia,0.0
02/15/2020,Virginia,0.0
02/22/2020,Virginia,0.0
02/29/2020,Virginia,0.0
03/07/2020,Virginia,0.0
03/28/2020,Virginia,28.0
04/04/2020,Virginia,58.0
04/11/2020,Virginia,102.0
04/18/2020,Virginia,195.0
04/25/2020,Virginia,220.0
05/02/2020,Virginia,251.0
05/09/2020,Virginia,234.0
05/16/2020,Virginia,199.0
05/23/2020,Virginia,168.0
05/30/2020,Virginia,159.0
06/06/2020,Virginia,104.0
06/13/2020,Virginia,109.0
06/20/2020,Virginia,86.0
06/27/2020,Virginia,79.0
07/04/2020,Virginia,56.0
07/11/2020,Virginia,67.0
07/18/2020,Virginia,97.0
07/25/2020,Virginia,88.0
08/01/2020,Virginia,102.0
08/08/2020,Virginia,88.0
08/15/2020,Virginia,102.0
08/22/2020,Virginia,124.0
08/29/2020,Virginia,109.0
09/05/2020,Virginia,120.0
09/12/2020,Virginia,114.0
09/19/2020,Virginia,118.0
09/26/2020,Virginia,88.0
10/03/2020,Virginia,90.0
10/10/2020,Virginia,93.0
10/17/2020,Virginia,96.0
10/24/2020,Virginia,115.0
10/31/2020,Virginia,118.0
11/07/2020,Virginia,96.0
11/14/2020,Virginia,32.0
02/01/2020,Washington,0.0
02/08/2020,Washington,0.0
02/15/2020,Washington,0.0
02/22/2020,Washington,0.0
03/07/2020,Washington,21.0
03/14/2020,Washington,27.0
03/21/2020,Washington,63.0
03/28/2020,Washington,120.0
04/04/2020,Washington,158.0
04/11/2020,Washington,147.0
04/18/2020,Washington,123.0
04/25/2020,Washington,107.0
05/02/2020,Washington,78.0
05/09/2020,Washington,86.0
05/16/2020,Washington,71.0
05/23/2020,Washington,48.0
05/30/2020,Washington,36.0
06/06/2020,Washington,34.0
06/13/2020,Washington,43.0
06/20/2020,Washington,31.0
06/27/2020,Washington,39.0
07/04/2020,Washington,44.0
07/11/2020,Washington,56.0
07/18/2020,Washington,52.0
07/25/2020,Washington,76.0
08/01/2020,Washington,92.0
08/08/2020,Washington,82.0
08/15/2020,Washington,75.0
08/22/2020,Washington,52.0
08/29/2020,Washington,45.0
09/05/2020,Washington,42.0
09/12/2020,Washington,31.0
09/19/2020,Washington,44.0
09/26/2020,Washington,44.0
10/03/2020,Washington,46.0
10/10/2020,Washington,39.0
10/17/2020,Washington,42.0
10/24/2020,Washington,65.0
10/31/2020,Washington,56.0
11/07/2020,Washington,15.0
02/01/2020,West Virginia,0.0
02/08/2020,West Virginia,0.0
02/15/2020,West Virginia,0.0
02/22/2020,West Virginia,0.0
02/29/2020,West Virginia,0.0
03/07/2020,West Virginia,0.0
03/14/2020,West Virginia,0.0
03/21/2020,West Virginia,0.0
04/18/2020,West Virginia,11.0
04/25/2020,West Virginia,16.0
05/02/2020,West Virginia,16.0
05/16/2020,West Virginia,14.0
08/01/2020,West Virginia,17.0
08/08/2020,West Virginia,19.0
08/15/2020,West Virginia,14.0
08/22/2020,West Virginia,30.0
08/29/2020,West Virginia,27.0
09/05/2020,West Virginia,26.0
09/12/2020,West Virginia,21.0
09/19/2020,West Virginia,33.0
09/26/2020,West Virginia,21.0
10/03/2020,West Virginia,19.0
10/10/2020,West Virginia,30.0
10/17/2020,West Virginia,17.0
10/24/2020,West Virginia,16.0
10/31/2020,West Virginia,12.0
11/14/2020,West Virginia,0.0
02/01/2020,Wisconsin,0.0
02/08/2020,Wisconsin,0.0
02/15/2020,Wisconsin,0.0
02/22/2020,Wisconsin,0.0
02/29/2020,Wisconsin,0.0
03/07/2020,Wisconsin,0.0
03/14/2020,Wisconsin,0.0
03/28/2020,Wisconsin,19.0
04/04/2020,Wisconsin,77.0
04/11/2020,Wisconsin,76.0
04/18/2020,Wisconsin,75.0
04/25/2020,Wisconsin,47.0
05/02/2020,Wisconsin,72.0
05/09/2020,Wisconsin,57.0
05/16/2020,Wisconsin,55.0
05/23/2020,Wisconsin,65.0
05/30/2020,Wisconsin,88.0
06/06/2020,Wisconsin,46.0
06/13/2020,Wisconsin,41.0
06/20/2020,Wisconsin,37.0
06/27/2020,Wisconsin,35.0
07/04/2020,Wisconsin,23.0
07/11/2020,Wisconsin,19.0
07/18/2020,Wisconsin,35.0
07/25/2020,Wisconsin,52.0
08/01/2020,Wisconsin,48.0
08/08/2020,Wisconsin,60.0
08/15/2020,Wisconsin,46.0
08/22/2020,Wisconsin,38.0
08/29/2020,Wisconsin,42.0
09/05/2020,Wisconsin,40.0
09/12/2020,Wisconsin,47.0
09/19/2020,Wisconsin,36.0
09/26/2020,Wisconsin,60.0
10/03/2020,Wisconsin,84.0
10/10/2020,Wisconsin,119.0
10/17/2020,Wisconsin,192.0
10/24/2020,Wisconsin,268.0
10/31/2020,Wisconsin,327.0
11/07/2020,Wisconsin,340.0
11/14/2020,Wisconsin,135.0
02/01/2020,Wyoming,0.0
02/08/2020,Wyoming,0.0
02/15/2020,Wyoming,0.0
02/22/2020,Wyoming,0.0
02/29/2020,Wyoming,0.0
03/07/2020,Wyoming,0.0
03/14/2020,Wyoming,0.0
03/21/2020,Wyoming,0.0
03/28/2020,Wyoming,0.0
04/04/2020,Wyoming,0.0
05/02/2020,Wyoming,0.0
05/09/2020,Wyoming,0.0
06/27/2020,Wyoming,0.0
07/04/2020,Wyoming,0.0
08/29/2020,Wyoming,0.0
10/17/2020,Wyoming,11.0
10/24/2020,Wyoming,22.0
10/31/2020,Wyoming,20.0
11/07/2020,Wyoming,22.0
02/01/2020,Puerto Rico,0.0
02/08/2020,Puerto Rico,0.0
02/15/2020,Puerto Rico,0.0
02/22/2020,Puerto Rico,0.0
02/29/2020,Puerto Rico,0.0
03/07/2020,Puerto Rico,0.0
03/14/2020,Puerto Rico,0.0
03/28/2020,Puerto Rico,11.0
04/04/2020,Puerto Rico,18.0
04/11/2020,Puerto Rico,22.0
04/18/2020,Puerto Rico,20.0
04/25/2020,Puerto Rico,18.0
05/02/2020,Puerto Rico,14.0
05/09/2020,Puerto Rico,10.0
07/11/2020,Puerto Rico,10.0
07/18/2020,Puerto Rico,13.0
07/25/2020,Puerto Rico,24.0
08/01/2020,Puerto Rico,36.0
08/08/2020,Puerto Rico,40.0
08/15/2020,Puerto Rico,65.0
08/22/2020,Puerto Rico,47.0
08/29/2020,Puerto Rico,26.0
09/05/2020,Puerto Rico,44.0
09/12/2020,Puerto Rico,68.0
09/19/2020,Puerto Rico,45.0
09/26/2020,Puerto Rico,45.0
10/03/2020,Puerto Rico,46.0
10/10/2020,Puerto Rico,40.0
10/17/2020,Puerto Rico,38.0
10/24/2020,Puerto Rico,35.0
10/31/2020,Puerto Rico,24.0
11/07/2020,Puerto Rico,37.0
11/14/2020,Puerto Rico,22.0
